0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
73,75,"
                                    ",                                    ,"
                                    ",                                    ,15868,81,72,"
                                    ",                                    ,"
                                    ",                                    ,14026,82,74,"
                                    ",                                    ,"
                                    ",                                    ,13829,70,77,"
                                    ",                                    ,"
                                    ",                                    ,15079,88,73,"
                                    ",                                    ,"
                                    ",                                    ,18202,73,79,"
                                    ",                                    ,"
                                    ",                                    ,12800,59,73,"
                                    ",                                    ,"
                                    ",                                    ,13985,78,81,"
                                    ",                                    ,"
                                    ",                                    ,14682
