0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
53,65,"
                                    ",                                    ,"
                                    ",                                    ,11762,43,71,"
                                    ",                                    ,"
                                    ",                                    ,10386,75,66,"
                                    ",                                    ,"
                                    ",                                    ,13595,69,66,"
                                    ",                                    ,"
                                    ",                                    ,13952,72,64,"
                                    ",                                    ,"
                                    ",                                    ,13178,58,53,"
                                    ",                                    ,"
                                    ",                                    ,12909,72,61,"
                                    ",                                    ,"
                                    ",                                    ,13176,66,63,"
                                    ",                                    ,"
                                    ",                                    ,12947
