0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
30,53,"
                                    ",                                    ,"
                                    ",                                    ,7924,42,51,"
                                    ",                                    ,"
                                    ",                                    ,7549,37,47,"
                                    ",                                    ,"
                                    ",                                    ,7540,31,52,"
                                    ",                                    ,"
                                    ",                                    ,5646,51,37,"
                                    ",                                    ,"
                                    ",                                    ,9428,44,36,"
                                    ",                                    ,"
                                    ",                                    ,9291,47,32,"
                                    ",                                    ,"
                                    ",                                    ,9485,61,35,"
                                    ",                                    ,"
                                    ",                                    ,11213
