0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
101,87,"
                                    ",                                    ,"
                                    ",                                    ,17152,68,66,"
                                    ",                                    ,"
                                    ",                                    ,15378,69,80,"
                                    ",                                    ,"
                                    ",                                    ,14617,85,77,"
                                    ",                                    ,"
                                    ",                                    ,19566,62,84,"
                                    ",                                    ,"
                                    ",                                    ,15662,86,79,"
                                    ",                                    ,"
                                    ",                                    ,16750,67,85,"
                                    ",                                    ,"
                                    ",                                    ,12396,94,75,"
                                    ",                                    ,"
                                    ",                                    ,18022
